application_id,student_id,program_id,applied,accepted,enrolled,completion,satisfaction_score,career_outcome
514,172,202,1.0,1,1.0,1.0,3.0,Started Company
515,494,250,1.0,0,0.0,0.0,0.0,
516,458,69,1.0,1,1.0,1.0,2.0,Started Company
517,311,21,1.0,1,1.0,1.0,6.0,Academic Position
518,403,152,1.0,0,0.0,0.0,0.0,
519,157,102,1.0,0,0.0,0.0,0.0,
520,258,95,1.0,0,0.0,0.0,0.0,
521,164,229,1.0,0,0.0,0.0,0.0,
522,147,125,1.0,1,1.0,1.0,4.0,Industry Job
523,391,258,1.0,1,1.0,1.0,5.0,Academic Position
524,154,236,1.0,1,1.0,1.0,5.0,Research Role
525,463,162,1.0,0,0.0,0.0,0.0,
526,367,42,1.0,1,1.0,1.0,3.0,Academic Position
527,38,276,1.0,1,1.0,1.0,4.0,Research Role
528,131,68,1.0,1,0.0,0.0,0.0,
529,358,173,1.0,0,0.0,0.0,0.0,
530,255,125,1.0,0,0.0,0.0,0.0,
531,208,170,1.0,0,0.0,0.0,0.0,
532,450,47,1.0,1,0.0,0.0,0.0,
533,95,261,1.0,1,0.0,0.0,0.0,
534,348,217,1.0,1,1.0,1.0,3.0,Started Company
535,327,124,1.0,1,1.0,1.0,7.0,Research Role
536,478,293,1.0,1,1.0,1.0,1.0,Industry Job
537,171,162,1.0,1,1.0,1.0,6.0,Industry Job
538,250,201,1.0,1,1.0,1.0,4.0,Industry Job
539,190,275,1.0,1,0.0,0.0,0.0,
540,199,206,1.0,0,0.0,0.0,0.0,
541,484,40,1.0,1,1.0,1.0,1.0,Industry Job
542,221,273,1.0,0,0.0,0.0,0.0,
543,24,188,1.0,0,0.0,0.0,0.0,
544,244,93,1.0,1,0.0,0.0,0.0,
545,423,42,1.0,1,0.0,0.0,0.0,
546,324,107,1.0,0,0.0,0.0,0.0,
547,128,65,1.0,1,1.0,0.0,0.0,
548,93,135,1.0,1,1.0,1.0,1.0,Further Studies
549,300,24,1.0,1,1.0,1.0,5.0,Research Role
550,133,28,1.0,1,1.0,1.0,5.0,Industry Job
551,55,62,1.0,1,1.0,1.0,10.0,Academic Position
552,477,273,1.0,1,1.0,1.0,7.0,Academic Position
553,158,229,1.0,1,1.0,1.0,4.0,Further Studies
554,29,20,1.0,1,1.0,1.0,9.0,Research Role
555,410,3,1.0,0,0.0,0.0,0.0,
556,211,218,1.0,1,1.0,0.0,0.0,
557,154,136,1.0,0,0.0,0.0,0.0,
558,293,3,1.0,1,1.0,1.0,4.0,Research Role
559,475,193,1.0,0,0.0,0.0,0.0,
560,222,73,1.0,1,1.0,0.0,0.0,
561,115,118,1.0,1,1.0,1.0,7.0,Research Role
562,437,154,1.0,0,0.0,0.0,0.0,
563,158,209,1.0,1,1.0,1.0,5.0,Further Studies
564,259,34,1.0,0,0.0,0.0,0.0,
565,251,137,1.0,1,1.0,1.0,5.0,Research Role
566,122,120,1.0,1,1.0,1.0,6.0,Research Role
567,299,115,1.0,0,0.0,0.0,0.0,
568,263,13,1.0,1,1.0,1.0,8.0,Industry Job
569,381,69,1.0,0,0.0,0.0,0.0,
570,49,257,1.0,1,1.0,1.0,5.0,Research Role
571,377,89,1.0,1,1.0,1.0,3.0,Industry Job
572,329,47,1.0,0,0.0,0.0,0.0,
573,297,260,1.0,1,0.0,0.0,0.0,
574,362,228,1.0,1,1.0,1.0,6.0,Industry Job
575,77,180,1.0,1,1.0,1.0,2.0,Research Role
576,463,10,1.0,0,0.0,0.0,0.0,
577,438,284,1.0,1,1.0,1.0,8.0,Academic Position
578,127,126,1.0,0,0.0,0.0,0.0,
579,197,134,1.0,1,1.0,0.0,0.0,
580,221,155,1.0,0,0.0,0.0,0.0,
581,483,248,1.0,1,1.0,1.0,8.0,Started Company
582,91,140,1.0,0,0.0,0.0,0.0,
583,411,176,1.0,1,0.0,0.0,0.0,
584,8,174,1.0,1,0.0,0.0,0.0,
585,32,74,1.0,1,1.0,1.0,3.0,Academic Position
586,468,143,1.0,1,1.0,0.0,0.0,
587,320,292,1.0,1,1.0,1.0,8.0,Research Role
588,394,112,1.0,1,0.0,0.0,0.0,
589,269,206,1.0,1,0.0,0.0,0.0,
590,191,131,1.0,1,1.0,0.0,0.0,
591,349,110,1.0,1,0.0,0.0,0.0,
592,163,67,1.0,1,0.0,0.0,0.0,
593,61,86,1.0,0,0.0,0.0,0.0,
594,438,275,1.0,1,1.0,1.0,9.0,Research Role
595,264,227,1.0,0,0.0,0.0,0.0,
596,285,10,1.0,1,1.0,1.0,5.0,Academic Position
597,95,288,1.0,1,1.0,1.0,5.0,Research Role
598,41,112,1.0,1,1.0,1.0,6.0,Industry Job
599,414,24,1.0,0,0.0,0.0,0.0,
600,470,291,1.0,0,0.0,0.0,0.0,
601,149,168,1.0,1,1.0,1.0,7.0,Further Studies
602,204,109,1.0,1,1.0,1.0,3.0,Research Role
603,267,190,1.0,1,1.0,1.0,5.0,Research Role
604,2,196,1.0,1,0.0,0.0,0.0,
605,178,33,1.0,1,1.0,1.0,1.0,Academic Position
606,425,205,1.0,0,0.0,0.0,0.0,
607,194,182,1.0,1,1.0,0.0,0.0,
608,482,147,1.0,0,0.0,0.0,0.0,
609,387,268,1.0,1,0.0,0.0,0.0,
610,336,11,1.0,0,0.0,0.0,0.0,
611,435,70,1.0,1,1.0,0.0,0.0,
612,196,256,1.0,0,0.0,0.0,0.0,
613,343,219,1.0,1,1.0,1.0,10.0,Industry Job
614,249,297,1.0,0,0.0,0.0,0.0,
615,498,259,1.0,1,1.0,1.0,5.0,Academic Position
616,212,3,1.0,1,1.0,1.0,4.0,Academic Position
617,153,84,1.0,0,0.0,0.0,0.0,
618,158,156,1.0,1,1.0,1.0,1.0,Research Role
619,466,151,1.0,1,1.0,1.0,7.0,Industry Job
620,362,176,1.0,0,0.0,0.0,0.0,
621,139,195,1.0,0,0.0,0.0,0.0,
622,221,107,1.0,1,1.0,1.0,1.0,Research Role
623,273,134,1.0,0,0.0,0.0,0.0,
624,154,276,1.0,0,0.0,0.0,0.0,
625,249,155,1.0,0,0.0,0.0,0.0,
626,279,277,1.0,1,1.0,1.0,8.0,Research Role
627,440,236,1.0,1,1.0,1.0,10.0,Research Role
628,436,240,1.0,0,0.0,0.0,0.0,
629,304,13,1.0,1,0.0,0.0,0.0,
630,276,35,1.0,1,1.0,1.0,2.0,Research Role
631,493,47,1.0,0,0.0,0.0,0.0,
632,2,214,1.0,0,0.0,0.0,0.0,
633,88,146,1.0,1,1.0,1.0,10.0,Further Studies
634,287,159,1.0,1,0.0,0.0,0.0,
635,411,125,1.0,0,0.0,0.0,0.0,
636,130,110,1.0,1,1.0,1.0,5.0,Started Company
637,78,37,1.0,1,1.0,1.0,6.0,Industry Job
638,260,277,1.0,0,0.0,0.0,0.0,
639,241,14,1.0,1,1.0,1.0,9.0,Further Studies
640,141,232,1.0,1,0.0,0.0,0.0,
641,228,124,1.0,1,1.0,1.0,7.0,Started Company
642,163,279,1.0,1,1.0,1.0,6.0,Started Company
643,236,111,1.0,0,0.0,0.0,0.0,
644,128,124,1.0,1,1.0,1.0,5.0,Started Company
645,200,30,1.0,1,0.0,0.0,0.0,
646,450,115,1.0,1,1.0,1.0,6.0,Further Studies
647,390,90,1.0,0,0.0,0.0,0.0,
648,31,212,1.0,1,1.0,1.0,4.0,Industry Job
649,138,38,1.0,0,0.0,0.0,0.0,
650,492,83,1.0,0,0.0,0.0,0.0,
651,21,27,1.0,0,0.0,0.0,0.0,
652,234,217,1.0,1,1.0,1.0,1.0,Academic Position
653,202,215,1.0,0,0.0,0.0,0.0,
654,279,221,1.0,1,1.0,1.0,9.0,Started Company
655,131,15,1.0,0,0.0,0.0,0.0,
656,416,259,1.0,0,0.0,0.0,0.0,
657,148,266,1.0,0,0.0,0.0,0.0,
658,458,120,1.0,0,0.0,0.0,0.0,
659,29,128,1.0,1,1.0,1.0,5.0,Academic Position
660,361,211,1.0,1,1.0,1.0,8.0,Academic Position
661,308,11,1.0,1,1.0,1.0,7.0,Research Role
662,371,176,1.0,1,1.0,1.0,8.0,Academic Position
663,430,133,1.0,1,1.0,1.0,1.0,Research Role
664,162,14,1.0,1,1.0,0.0,0.0,
665,357,50,1.0,0,0.0,0.0,0.0,
666,340,72,1.0,1,0.0,0.0,0.0,
667,61,69,1.0,1,1.0,1.0,9.0,Industry Job
668,125,16,1.0,0,0.0,0.0,0.0,
669,456,56,1.0,0,0.0,0.0,0.0,
670,71,105,1.0,0,0.0,0.0,0.0,
671,326,132,1.0,1,1.0,1.0,1.0,Industry Job
672,395,48,1.0,1,0.0,0.0,0.0,
673,364,248,1.0,1,1.0,1.0,3.0,Research Role
674,466,273,1.0,1,0.0,0.0,0.0,
675,243,111,1.0,1,1.0,1.0,8.0,Industry Job
676,490,38,1.0,1,1.0,1.0,1.0,Started Company
677,249,240,1.0,0,0.0,0.0,0.0,
678,221,121,1.0,1,1.0,1.0,1.0,Industry Job
679,473,48,1.0,1,1.0,0.0,0.0,
680,447,10,1.0,1,1.0,1.0,6.0,Research Role
681,21,233,1.0,1,1.0,1.0,5.0,Started Company
682,494,36,1.0,1,1.0,1.0,6.0,Academic Position
683,387,4,1.0,0,0.0,0.0,0.0,
684,82,44,1.0,1,1.0,1.0,3.0,Academic Position
685,344,56,1.0,1,1.0,1.0,10.0,Academic Position
686,367,42,1.0,1,1.0,1.0,10.0,Research Role
687,486,255,1.0,0,0.0,0.0,0.0,
688,10,228,1.0,0,0.0,0.0,0.0,
689,411,114,1.0,1,1.0,1.0,6.0,Academic Position
690,12,237,1.0,0,0.0,0.0,0.0,
691,263,174,1.0,0,0.0,0.0,0.0,
692,145,255,1.0,1,1.0,1.0,2.0,Industry Job
693,449,277,1.0,1,1.0,1.0,8.0,Academic Position
694,192,69,1.0,0,0.0,0.0,0.0,
695,250,230,1.0,1,1.0,1.0,6.0,Further Studies
696,114,67,1.0,1,0.0,0.0,0.0,
697,26,36,1.0,0,0.0,0.0,0.0,
698,271,159,1.0,1,1.0,1.0,4.0,Further Studies
699,499,149,1.0,1,1.0,1.0,4.0,Academic Position
700,33,27,1.0,1,1.0,1.0,7.0,Academic Position
701,62,72,1.0,1,1.0,1.0,3.0,Further Studies
702,229,248,1.0,1,1.0,1.0,3.0,Academic Position
703,303,101,1.0,1,0.0,0.0,0.0,
704,95,190,1.0,0,0.0,0.0,0.0,
705,35,96,1.0,1,1.0,0.0,0.0,
706,193,282,1.0,1,1.0,1.0,6.0,Started Company
707,456,278,1.0,1,1.0,1.0,9.0,Further Studies
708,76,17,1.0,1,1.0,1.0,1.0,Research Role
709,379,263,1.0,0,0.0,0.0,0.0,
710,249,107,1.0,1,0.0,0.0,0.0,
711,83,68,1.0,1,1.0,1.0,5.0,Further Studies
712,25,128,1.0,1,1.0,1.0,1.0,Industry Job
713,57,293,1.0,0,0.0,0.0,0.0,
714,32,294,1.0,1,1.0,1.0,1.0,Started Company
715,319,96,1.0,1,1.0,1.0,3.0,Research Role
716,12,1,1.0,1,1.0,1.0,3.0,Academic Position
717,319,298,1.0,1,0.0,0.0,0.0,
718,333,180,1.0,1,1.0,1.0,4.0,Industry Job
719,92,181,1.0,1,1.0,1.0,3.0,Industry Job
720,1,235,1.0,1,1.0,1.0,6.0,Started Company
721,435,8,1.0,1,1.0,1.0,4.0,Research Role
722,326,27,1.0,1,1.0,1.0,8.0,Industry Job
723,136,146,1.0,1,1.0,1.0,1.0,Research Role
724,196,91,1.0,1,0.0,0.0,0.0,
725,133,272,1.0,1,1.0,1.0,8.0,Research Role
726,473,5,1.0,0,0.0,0.0,0.0,
727,86,82,1.0,1,0.0,0.0,0.0,
728,476,219,1.0,1,1.0,1.0,1.0,Industry Job
729,295,118,1.0,1,1.0,1.0,1.0,Research Role
730,279,81,1.0,0,0.0,0.0,0.0,
731,324,70,1.0,0,0.0,0.0,0.0,
732,180,115,1.0,0,0.0,0.0,0.0,
733,4,263,1.0,0,0.0,0.0,0.0,
734,126,142,1.0,1,1.0,1.0,7.0,Started Company
735,175,207,1.0,0,0.0,0.0,0.0,
736,251,111,1.0,0,0.0,0.0,0.0,
737,21,112,1.0,0,0.0,0.0,0.0,
738,485,43,1.0,1,1.0,0.0,0.0,
739,440,285,1.0,1,1.0,1.0,1.0,Industry Job
740,105,128,1.0,0,0.0,0.0,0.0,
741,66,185,1.0,1,1.0,1.0,9.0,Started Company
742,443,229,1.0,1,1.0,1.0,8.0,Started Company
743,263,221,1.0,0,0.0,0.0,0.0,
744,49,117,1.0,1,1.0,1.0,1.0,Research Role
745,16,70,1.0,0,0.0,0.0,0.0,
746,145,70,1.0,1,1.0,1.0,2.0,Research Role
747,340,110,1.0,0,0.0,0.0,0.0,
748,250,132,1.0,1,1.0,1.0,2.0,Industry Job
749,343,56,1.0,0,0.0,0.0,0.0,
750,354,89,1.0,1,1.0,1.0,2.0,Academic Position
751,75,137,1.0,1,0.0,0.0,0.0,
752,290,131,1.0,0,0.0,0.0,0.0,
753,417,218,1.0,1,1.0,1.0,6.0,Industry Job
754,282,176,1.0,1,0.0,0.0,0.0,
755,66,171,1.0,1,1.0,1.0,4.0,Started Company
756,125,100,1.0,0,0.0,0.0,0.0,
757,319,129,1.0,0,0.0,0.0,0.0,
758,87,57,1.0,1,0.0,0.0,0.0,
759,41,181,1.0,1,0.0,0.0,0.0,
760,470,246,1.0,1,1.0,1.0,8.0,Research Role
761,186,144,1.0,0,0.0,0.0,0.0,
762,354,51,1.0,0,0.0,0.0,0.0,
763,380,218,1.0,1,1.0,1.0,1.0,Started Company
764,335,104,1.0,1,1.0,1.0,10.0,Further Studies
765,266,55,1.0,1,1.0,1.0,4.0,Further Studies
766,271,257,1.0,0,0.0,0.0,0.0,
767,42,156,1.0,0,0.0,0.0,0.0,
768,93,53,1.0,0,0.0,0.0,0.0,
769,185,187,1.0,0,0.0,0.0,0.0,
770,215,150,1.0,0,0.0,0.0,0.0,
771,17,264,1.0,1,1.0,1.0,10.0,Started Company
772,444,250,1.0,1,1.0,1.0,5.0,Academic Position
773,265,298,1.0,1,1.0,0.0,0.0,
774,114,211,1.0,0,0.0,0.0,0.0,
775,292,25,1.0,0,0.0,0.0,0.0,
776,457,294,1.0,1,1.0,1.0,9.0,Academic Position
777,464,152,1.0,1,1.0,1.0,5.0,Industry Job
778,292,24,1.0,1,1.0,1.0,3.0,Industry Job
779,48,252,1.0,1,0.0,0.0,0.0,
780,307,60,1.0,1,1.0,1.0,4.0,Industry Job
781,97,66,1.0,1,0.0,0.0,0.0,
782,375,53,1.0,0,0.0,0.0,0.0,
783,95,106,1.0,1,1.0,1.0,10.0,Research Role
784,326,96,1.0,0,0.0,0.0,0.0,
785,74,176,1.0,1,1.0,1.0,7.0,Academic Position
786,336,39,1.0,1,1.0,1.0,1.0,Started Company
787,68,168,1.0,1,1.0,1.0,6.0,Further Studies
788,246,42,1.0,0,0.0,0.0,0.0,
789,406,104,1.0,1,1.0,1.0,8.0,Academic Position
790,77,204,1.0,1,1.0,1.0,1.0,Academic Position
791,208,8,1.0,1,1.0,1.0,8.0,Academic Position
792,372,282,1.0,1,1.0,1.0,7.0,Industry Job
793,254,43,1.0,1,1.0,1.0,1.0,Research Role
794,221,110,1.0,0,0.0,0.0,0.0,
795,262,210,1.0,1,1.0,1.0,9.0,Started Company
796,410,237,1.0,0,0.0,0.0,0.0,
797,331,49,1.0,0,0.0,0.0,0.0,
798,344,115,1.0,1,1.0,1.0,3.0,Industry Job
799,477,155,1.0,1,1.0,0.0,0.0,
800,259,137,1.0,0,0.0,0.0,0.0,
801,308,167,1.0,0,0.0,0.0,0.0,
802,74,199,1.0,0,0.0,0.0,0.0,
803,125,71,1.0,1,1.0,1.0,2.0,Research Role
804,188,7,1.0,0,0.0,0.0,0.0,
805,254,200,1.0,0,0.0,0.0,0.0,
806,447,67,1.0,0,0.0,0.0,0.0,
807,321,138,1.0,1,1.0,1.0,7.0,Academic Position
808,308,242,1.0,1,1.0,1.0,3.0,Research Role
809,235,213,1.0,0,0.0,0.0,0.0,
810,474,181,1.0,1,1.0,1.0,1.0,Industry Job
811,250,254,1.0,0,0.0,0.0,0.0,
812,332,101,1.0,1,1.0,1.0,10.0,Academic Position
813,398,87,1.0,1,1.0,1.0,3.0,Industry Job
814,345,185,1.0,0,0.0,0.0,0.0,
815,72,91,1.0,0,0.0,0.0,0.0,
816,235,248,1.0,1,1.0,1.0,6.0,Started Company
817,324,214,1.0,0,0.0,0.0,0.0,
818,156,249,1.0,1,1.0,1.0,3.0,Academic Position
819,455,126,1.0,1,1.0,0.0,0.0,
820,394,4,1.0,0,0.0,0.0,0.0,
821,115,88,1.0,1,1.0,1.0,5.0,Research Role
822,313,151,1.0,1,1.0,0.0,0.0,
823,228,176,1.0,1,0.0,0.0,0.0,
824,322,211,1.0,0,0.0,0.0,0.0,
825,346,259,1.0,1,0.0,0.0,0.0,
826,245,91,1.0,1,1.0,1.0,9.0,Industry Job
827,306,259,1.0,1,1.0,1.0,7.0,Further Studies
828,14,191,1.0,1,1.0,1.0,2.0,Research Role
829,16,81,1.0,0,0.0,0.0,0.0,
830,438,138,1.0,1,1.0,1.0,1.0,Research Role
831,427,126,1.0,1,1.0,1.0,7.0,Academic Position
832,42,230,1.0,0,0.0,0.0,0.0,
833,465,20,1.0,1,0.0,0.0,0.0,
834,110,49,1.0,0,0.0,0.0,0.0,
835,278,135,1.0,0,0.0,0.0,0.0,
836,324,29,1.0,1,1.0,1.0,4.0,Research Role
837,19,48,1.0,0,0.0,0.0,0.0,
838,66,269,1.0,0,0.0,0.0,0.0,
839,167,3,1.0,1,1.0,1.0,7.0,Industry Job
840,73,258,1.0,1,1.0,1.0,6.0,Further Studies
841,403,16,1.0,1,0.0,0.0,0.0,
842,400,94,1.0,1,1.0,1.0,7.0,Started Company
843,310,134,1.0,0,0.0,0.0,0.0,
844,409,133,1.0,1,1.0,1.0,4.0,Further Studies
845,112,32,1.0,1,1.0,1.0,3.0,Industry Job
846,274,269,1.0,1,1.0,1.0,5.0,Academic Position
847,407,25,1.0,1,1.0,1.0,3.0,Industry Job
848,373,59,1.0,1,1.0,1.0,3.0,Research Role
849,85,213,1.0,0,0.0,0.0,0.0,
850,139,156,1.0,1,0.0,0.0,0.0,
851,39,276,1.0,1,1.0,1.0,4.0,Academic Position
852,105,210,1.0,0,0.0,0.0,0.0,
853,324,57,1.0,0,0.0,0.0,0.0,
854,281,185,1.0,1,1.0,1.0,8.0,Started Company
855,447,54,1.0,0,0.0,0.0,0.0,
856,480,209,1.0,0,0.0,0.0,0.0,
857,414,293,1.0,1,1.0,1.0,2.0,Started Company
858,429,252,1.0,1,0.0,0.0,0.0,
859,123,112,1.0,1,1.0,1.0,4.0,Industry Job
860,218,6,1.0,1,0.0,0.0,0.0,
861,377,191,1.0,1,0.0,0.0,0.0,
862,61,279,1.0,1,1.0,1.0,3.0,Research Role
863,100,13,1.0,0,0.0,0.0,0.0,
864,307,44,1.0,1,1.0,1.0,7.0,Started Company
865,354,105,1.0,1,0.0,0.0,0.0,
866,393,160,1.0,0,0.0,0.0,0.0,
867,204,154,1.0,0,0.0,0.0,0.0,
868,258,242,1.0,1,0.0,0.0,0.0,
869,486,181,1.0,0,0.0,0.0,0.0,
870,5,14,1.0,0,0.0,0.0,0.0,
871,446,180,1.0,1,1.0,1.0,2.0,Further Studies
872,197,292,1.0,1,1.0,1.0,1.0,Academic Position
873,180,264,1.0,1,1.0,1.0,10.0,Further Studies
874,342,168,1.0,0,0.0,0.0,0.0,
875,133,214,1.0,0,0.0,0.0,0.0,
876,443,150,1.0,1,1.0,1.0,1.0,Started Company
877,324,16,1.0,0,0.0,0.0,0.0,
878,253,91,1.0,1,1.0,1.0,6.0,Started Company
879,265,120,1.0,0,0.0,0.0,0.0,
880,93,253,1.0,1,0.0,0.0,0.0,
881,150,60,1.0,1,0.0,0.0,0.0,
882,411,266,1.0,0,0.0,0.0,0.0,
883,138,31,1.0,1,1.0,1.0,3.0,Industry Job
884,208,21,1.0,0,0.0,0.0,0.0,
885,490,219,1.0,0,0.0,0.0,0.0,
886,125,81,1.0,1,0.0,0.0,0.0,
887,234,289,1.0,0,0.0,0.0,0.0,
888,61,31,1.0,1,1.0,1.0,7.0,Industry Job
889,307,234,1.0,0,0.0,0.0,0.0,
890,266,36,1.0,0,0.0,0.0,0.0,
891,134,132,1.0,0,0.0,0.0,0.0,
892,318,132,1.0,1,1.0,1.0,8.0,Academic Position
893,113,9,1.0,1,1.0,1.0,5.0,Industry Job
894,389,30,1.0,0,0.0,0.0,0.0,
895,378,115,1.0,0,0.0,0.0,0.0,
896,454,4,1.0,1,1.0,0.0,0.0,
897,191,237,1.0,1,1.0,1.0,5.0,Research Role
898,379,23,1.0,1,0.0,0.0,0.0,
899,440,16,1.0,1,1.0,1.0,2.0,Academic Position
900,187,22,1.0,1,0.0,0.0,0.0,
901,319,72,1.0,0,0.0,0.0,0.0,
902,367,230,1.0,0,0.0,0.0,0.0,
903,89,107,1.0,0,0.0,0.0,0.0,
904,187,208,1.0,1,1.0,1.0,8.0,Research Role
905,307,208,1.0,1,1.0,0.0,0.0,
906,434,263,1.0,1,0.0,0.0,0.0,
907,132,51,1.0,0,0.0,0.0,0.0,
908,360,65,1.0,1,1.0,1.0,10.0,Industry Job
909,123,265,1.0,1,0.0,0.0,0.0,
910,48,175,1.0,1,1.0,1.0,1.0,Academic Position
911,288,152,1.0,0,0.0,0.0,0.0,
912,376,266,1.0,1,1.0,1.0,10.0,Started Company
913,179,163,1.0,0,0.0,0.0,0.0,
914,180,238,1.0,1,0.0,0.0,0.0,
915,99,199,1.0,1,0.0,0.0,0.0,
916,330,16,1.0,0,0.0,0.0,0.0,
917,34,296,1.0,1,1.0,1.0,9.0,Further Studies
918,420,276,1.0,0,0.0,0.0,0.0,
919,70,239,1.0,1,1.0,1.0,1.0,Started Company
920,171,69,1.0,0,0.0,0.0,0.0,
921,366,6,1.0,1,0.0,0.0,0.0,
922,272,220,1.0,1,1.0,1.0,1.0,Research Role
923,59,254,1.0,0,0.0,0.0,0.0,
924,181,295,1.0,1,1.0,1.0,1.0,Started Company
925,19,107,1.0,1,0.0,0.0,0.0,
926,226,295,1.0,0,0.0,0.0,0.0,
927,473,118,1.0,1,1.0,1.0,7.0,Started Company
928,95,168,1.0,1,1.0,1.0,4.0,Further Studies
929,369,251,1.0,1,1.0,1.0,7.0,Further Studies
930,297,82,1.0,1,1.0,1.0,5.0,Started Company
931,81,54,1.0,1,0.0,0.0,0.0,
932,175,240,1.0,1,1.0,1.0,7.0,Further Studies
933,222,12,1.0,1,1.0,1.0,10.0,Started Company
934,103,209,1.0,1,0.0,0.0,0.0,
935,54,165,1.0,0,0.0,0.0,0.0,
936,183,294,1.0,1,0.0,0.0,0.0,
937,351,7,1.0,1,1.0,1.0,7.0,Academic Position
938,403,78,1.0,1,1.0,1.0,4.0,Started Company
939,318,65,1.0,1,1.0,0.0,0.0,
940,355,102,1.0,0,0.0,0.0,0.0,
941,349,300,1.0,1,1.0,1.0,2.0,Industry Job
942,443,287,1.0,1,1.0,1.0,8.0,Further Studies
943,321,171,1.0,1,1.0,1.0,2.0,Further Studies
944,68,77,1.0,0,0.0,0.0,0.0,
945,28,48,1.0,0,0.0,0.0,0.0,
946,274,255,1.0,1,0.0,0.0,0.0,
947,282,82,1.0,1,1.0,1.0,9.0,Research Role
948,360,209,1.0,0,0.0,0.0,0.0,
949,403,209,1.0,0,0.0,0.0,0.0,
950,311,84,1.0,1,1.0,1.0,5.0,Research Role
951,119,10,1.0,0,0.0,0.0,0.0,
952,380,29,1.0,0,0.0,0.0,0.0,
953,441,116,1.0,1,1.0,1.0,9.0,Industry Job
954,134,269,1.0,1,1.0,1.0,9.0,Further Studies
955,129,47,1.0,0,0.0,0.0,0.0,
956,8,91,1.0,1,1.0,1.0,8.0,Further Studies
957,481,53,1.0,0,0.0,0.0,0.0,
958,51,218,1.0,0,0.0,0.0,0.0,
959,491,77,1.0,0,0.0,0.0,0.0,
960,341,204,1.0,1,1.0,1.0,8.0,Research Role
961,472,44,1.0,0,0.0,0.0,0.0,
962,281,156,1.0,1,1.0,1.0,4.0,Research Role
963,175,2,1.0,0,0.0,0.0,0.0,
964,183,57,1.0,0,0.0,0.0,0.0,
965,192,290,1.0,0,0.0,0.0,0.0,
966,249,58,1.0,1,1.0,1.0,4.0,Started Company
967,235,254,1.0,1,1.0,0.0,0.0,
968,83,180,1.0,1,0.0,0.0,0.0,
969,93,157,1.0,1,1.0,1.0,2.0,Further Studies
970,373,35,1.0,0,0.0,0.0,0.0,
971,394,75,1.0,1,1.0,1.0,4.0,Further Studies
972,312,289,1.0,0,0.0,0.0,0.0,
973,268,75,1.0,1,1.0,1.0,4.0,Started Company
974,417,78,1.0,0,0.0,0.0,0.0,
975,120,255,1.0,0,0.0,0.0,0.0,
976,71,265,1.0,1,1.0,1.0,6.0,Further Studies
977,17,67,1.0,1,1.0,1.0,3.0,Industry Job
978,253,221,1.0,1,1.0,1.0,2.0,Research Role
979,445,164,1.0,1,1.0,1.0,8.0,Research Role
980,122,220,1.0,1,1.0,1.0,2.0,Research Role
981,380,172,1.0,0,0.0,0.0,0.0,
982,10,254,1.0,1,1.0,1.0,8.0,Academic Position
983,287,210,1.0,1,1.0,1.0,7.0,Industry Job
984,316,188,1.0,1,1.0,0.0,0.0,
985,326,191,1.0,0,0.0,0.0,0.0,
986,273,215,1.0,1,1.0,1.0,3.0,Industry Job
987,306,86,1.0,0,0.0,0.0,0.0,
988,293,106,1.0,1,1.0,1.0,6.0,Started Company
989,210,296,1.0,1,1.0,1.0,6.0,Academic Position
990,446,19,1.0,1,0.0,0.0,0.0,
991,218,47,1.0,1,1.0,1.0,10.0,Further Studies
992,241,65,1.0,1,1.0,0.0,0.0,
993,374,146,1.0,0,0.0,0.0,0.0,
994,464,286,1.0,1,1.0,1.0,5.0,Industry Job
995,200,66,1.0,1,1.0,1.0,8.0,Academic Position
996,216,5,1.0,1,1.0,1.0,5.0,Academic Position
997,205,93,1.0,1,1.0,1.0,7.0,Industry Job
998,413,94,1.0,1,1.0,1.0,6.0,Started Company
999,416,106,1.0,0,0.0,0.0,0.0,
1000,216,133,1.0,1,1.0,1.0,7.0,Academic Position
1001,80,79,1.0,0,0.0,0.0,0.0,
1002,267,212,1.0,1,1.0,1.0,9.0,Research Role
1003,480,8,1.0,1,1.0,1.0,3.0,Academic Position
1004,390,159,1.0,0,0.0,0.0,0.0,
1005,379,268,1.0,1,1.0,1.0,10.0,Further Studies
1006,35,149,1.0,1,1.0,1.0,7.0,Industry Job
1007,289,91,1.0,1,1.0,1.0,10.0,Further Studies
1008,18,236,1.0,0,0.0,0.0,0.0,
1009,165,289,1.0,0,0.0,0.0,0.0,
1010,13,168,1.0,1,1.0,1.0,3.0,Started Company
1011,202,193,1.0,0,0.0,0.0,0.0,
1012,229,187,1.0,1,1.0,1.0,2.0,Research Role
1013,346,271,1.0,1,1.0,1.0,7.0,Industry Job
1014,366,114,1.0,0,0.0,0.0,0.0,
1015,465,11,1.0,1,0.0,0.0,0.0,
1016,448,55,1.0,1,1.0,0.0,0.0,
1017,1,258,1.0,1,0.0,0.0,0.0,
1018,319,65,1.0,1,1.0,1.0,4.0,Academic Position
1019,217,172,1.0,1,0.0,0.0,0.0,
1020,34,272,1.0,0,0.0,0.0,0.0,
1021,359,150,1.0,1,1.0,0.0,0.0,
1022,266,146,1.0,0,0.0,0.0,0.0,
1023,128,209,1.0,1,1.0,1.0,1.0,Research Role
1024,212,286,1.0,1,1.0,1.0,6.0,Academic Position
1025,263,10,1.0,1,0.0,0.0,0.0,
1026,312,227,1.0,1,1.0,1.0,6.0,Started Company
1027,80,186,1.0,0,0.0,0.0,0.0,
